Angebotsnummer,Bezeichnung,Credits,Prüfungsvorlage,Veranstaltungstyp,Dozierende,Sprache
BA-BUS-M30-F01,Wirtschaftsinformatik 2 - Wirtschaftsinformatik 2 _ 4,5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Herbert Goestl,Deutsch
BA-BUS-M30-F01,Wirtschaftsinformatik 2 - Wirtschaftsinformatik 2 _ 5,5,Kombinierte Prüfung,seminaristischer Unterricht,Michael Sost,Deutsch
BA-BUS-M30-F01,Wirtschaftsinformatik 2 - Wirtschaftsinformatik 2 _ 6,5,Kombinierte Prüfung,seminaristischer Unterricht,Thomas Schwier,Deutsch
Spanisch-F06,Wirtschaftsspanisch B 2.2,5,Kombinierte Prüfung,Praktische Übung,Andrea Blanco,Deutsch
Franz-F03,Wirtschaftsfranzösisch B 1.1,5,Kombinierte Prüfung,Praktische Übung,Yann-Nicolas Martial,Deutsch
BUS-M30-F01,Betriebliche Informationssysteme - Betriebliche Informationssysteme 1 Abend,5,Kombinierte Prüfung,seminaristischer Unterricht,Randy Witte,Deutsch
BUS-M30-F01,Betriebliche Informationssysteme - Betriebliche Informationssysteme 2 Blended,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Fatoumata Camara,Deutsch
Franz-F04,Wirtschaftsfranzösisch B 1.2,5,Kombinierte Prüfung,Praktische Übung,Floran Bayle,Deutsch
Franz-F05,Wirtschaftsfranzösisch B 2.1,5,Kombinierte Prüfung,Praktische Übung,Nadia Zeltzer-Domning,Deutsch
Franz-F06,Wirtschaftsfranzösisch B 2.2,5,Kombinierte Prüfung,Praktische Übung,Andrea Blanco,Deutsch
BUS-M39-F01,Praxisseminar - Praxisseminar 1,1,Leistungstest (undifferenziert),Seminar,Prof. Dr. Ewa Ostaszewska,Deutsch
BUS-M39-F01,Praxisseminar - Praxisseminar 2,1,Leistungstest (undifferenziert),Seminar,Prof. Dr. Ewa Ostaszewska,Deutsch
BUS-M39-F01,Praxisseminar - Praxisseminar 3,1,Leistungstest (undifferenziert),Seminar,Prof. Dr. Dirk-Mario Boltz,Deutsch
BUS-M39-F01,Praxisseminar - Praxisseminar 4,1,Leistungstest (undifferenziert),Seminar,Prof. Dr. Axel Zernack,Deutsch
BUS-M39-F01,Praxisseminar - Praxisseminar 5,1,Leistungstest (undifferenziert),Seminar,Prof. Dr. Andrea Rumler,Deutsch
BUS-M39-F01,Praxisseminar - Praxisseminar 6,1,Leistungstest (undifferenziert),Seminar,Prof. Dr. Carsten Baumgarth,Deutsch
BUS-M39-F01,Praxisseminar - Praxisseminar 7,1,Leistungstest (undifferenziert),Seminar,Dr. Wolfgang Marfels,Deutsch
Deutsch-F01,Wirtschaftsdeutsch A 1.1,5,Kombinierte Prüfung,Praktische Übung,Mozhgan Kruse,Deutsch
Deutsch-F02,Wirtschaftsdeutsch A 1.2 - Wirtschaftsdeutsch A 1.2 __ 1,5,Kombinierte Prüfung,Praktische Übung,Heike Bossmann,Deutsch
Deutsch-F02,Wirtschaftsdeutsch A 1.2 - Wirtschaftsdeutsch A 1.2 __ 2,5,Kombinierte Prüfung,Praktische Übung,Mozhgan Kruse,Deutsch
Deutsch-F03,Wirtschaftsdeutsch A 2.1 - Wirtschaftsdeutsch A 2.1 __ 1,5,Kombinierte Prüfung,Praktische Übung,Susanne Vieten-Wagner,Deutsch
Deutsch-F03,Wirtschaftsdeutsch A 2.1 - Wirtschaftsdeutsch A 2.1 __ 2,5,Kombinierte Prüfung,Praktische Übung,Dr. Anna Balaganina,Deutsch
Deutsch-F04,Wirtschaftsdeutsch A 2.2,5,Kombinierte Prüfung,Praktische Übung,Brigitte Hochberg-Köhler,Deutsch
Deutsch-F05,Wirtschaftsdeutsch B 1.1,5,Kombinierte Prüfung,Praktische Übung,Anemone Horn,Deutsch
Deutsch-F06,Wirtschaftsdeutsch B 1.2,5,Kombinierte Prüfung,Praktische Übung,Dr. Souad Bensalah-Mekkes,Deutsch
Deutsch-F07,Wirtschaftsdeutsch B 2.1,5,Kombinierte Prüfung,Praktische Übung,Lela-Rose Engler,Deutsch
Deutsch-F08,Wirtschaftsdeutsch B 2.2,5,Kombinierte Prüfung,Praktische Übung,Christine Belakhdar,Deutsch
Deutsch-F09,Wirtschaftsdeutsch C 1,5,Kombinierte Prüfung,Praktische Übung,Lela-Rose Engler,Deutsch
BA-BUS-M40-F01,Entrepreneurial Project - Entrepreneurial Project 1 - entfällt,5,Kombinierte Prüfung,Projektseminar,,Deutsch
BA-BUS-M40-F01,Entrepreneurial Project - Entrepreneurial Project 2,5,Kombinierte Prüfung,Projektseminar,Marlene Fröhlich,Deutsch
BA-BUS-M40-F01,Entrepreneurial Project - Entrepreneurial Project 3,5,Kombinierte Prüfung,Projektseminar,Sebastian Schäfer,Deutsch
BA-BUS-M40-F01,Entrepreneurial Project - Entrepreneurial Project 4,5,Kombinierte Prüfung,Projektseminar,Falko Carl,Deutsch
BA-BUS-M40-F01,Entrepreneurial Project - Entrepreneurial Project 5,5,Kombinierte Prüfung,Projektseminar,Prof. Dr. rer. Sven Ripsas / Nora Revermann,Deutsch
BA-BUS-M40-F01,Entrepreneurial Project - Entrepreneurial Project 6,5,Kombinierte Prüfung,Projektseminar,Christian Klang,Deutsch
BA-BUS-M40-F01,Entrepreneurial Project - Entrepreneurial Project 7,5,Kombinierte Prüfung,Projektseminar,Christian Tegge,Deutsch
BA-BUS-M40-F01,Entrepreneurial Project - Entrepreneurial Project 8,5,Kombinierte Prüfung,Projektseminar,Franziska Bammert,Deutsch
BA-BUS-M40-F01,Entrepreneurial Project - Entrepreneurial Project 9,5,Kombinierte Prüfung,Projektseminar,Sohrab Mohammad,Deutsch
BA-BUS-M40-F01,Entrepreneurial Project - Entrepreneurial Project 10,5,Kombinierte Prüfung,Projektseminar,Samir Roshandel,Deutsch
BA-BUS-M40-F01,Entrepreneurial Project - Entrepreneurial Project 11,5,Kombinierte Prüfung,Projektseminar,Patrick Stähler,Deutsch
BA-BUS-M40-F01,Entrepreneurial Project - Entrepreneurial Project 12,5,Kombinierte Prüfung,Projektseminar,Rafael Kugel,Deutsch
BA-BUS-M40-F01,Entrepreneurial Project - Entrepreneurial Project 13,5,Kombinierte Prüfung,Projektseminar,Anett Lommatzsch,Deutsch
BA-BUS-M40-F01,Entrepreneurial Project - Entrepreneurial Project 14,5,Kombinierte Prüfung,Projektseminar,Sarah Ben Bernou,Deutsch
MPE-M01-F22,Feminist Economics,6.5,Hausarbeit,Seminar,Judith Waltl,Deutsch
UntRe-M11-F01,Forschungsmethodisches Seminar,6,Leistungstest (undifferenziert),seminaristischer Unterricht,Prof. Dr. Stefanie Lorenzen,Deutsch
POLEI-M11-F01,Research Seminar,6,Leistungstest (undifferenziert),seminaristischer Unterricht,Prof. Dr. Sigrid Betzelt,Deutsch
MM-M10-F01,Tutorial Seminar II,4,Leistungstest (undifferenziert),seminaristischer Lehrvortrag,Prof. Dr. Henning Kreis,Deutsch
MM-M06-F01,Marketing Project and Project Management,6.5,Projektbericht (P),seminaristischer Unterricht,Prof. Dr. Andrea Rumler,Deutsch
MM-M07-F01,Marketing Analytics,6.5,Kombinierte Prüfung,Übung am PC,Prof. Dr. Tobias Naujoks,Deutsch
MM-M11-F01,Research Seminar,6,Leistungstest (undifferenziert),seminaristischer Lehrvortrag,Prof. Dr. Henning Kreis,Deutsch
EcoPol-F08,Modelling in Ecological Economics,6.5,Kombinierte Prüfung,Seminar,Moritz Marpe,Deutsch
EcoPol-F09,Labour and Ecology,6.5,Hausarbeit,seminaristischer Unterricht,Prof. Dr. Markus Wissen,Deutsch
MA-Eco-M11-F01,Research Seminar,6,Leistungstest (undifferenziert),seminaristischer Unterricht,Prof. Dr. Eckhard Hein,Deutsch
IMM-M08-F02,International Marketing Project,6.5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Dirk-Mario Boltz,Deutsch
IMM-M09-F04,Current Issues: Data-driven Marketing,6.5,Klausur,seminaristischer Unterricht,Prof. Dr. Tobias Naujoks,Deutsch
IMM-M10-F02,Tutorial Seminar II,4,Leistungstest (undifferenziert),seminaristischer Unterricht,Prof. Dr. Sonja Klose,Deutsch
IMM-M11-F02,Research Seminar,6,Leistungstest (undifferenziert),seminaristischer Unterricht,Prof. Dr. Sonja Klose,Deutsch
IMM-M06-F04,Digital Marketing,6.5,Kombinierte Prüfung,Seminar,Prof. Dr. Sonja Klose,Deutsch
IMM-M06-F06,Marketing and Innovation for Impact-Driven and Sustainable Businesses,6.5,Kombinierte Prüfung,Seminar,Christian Schlimok / Luzius Rüedi / Bastian von Lehsten,Deutsch
IBCON-M11-F01,Research Seminar,6,Leistungstest (undifferenziert),seminaristischer Unterricht,Prof. Dr. Barbara Beham / Prof. Dr. Christoph Dörrenbächer,Deutsch
GSCOM-M11-F01,Research Seminar,6,Leistungstest (undifferenziert),seminaristischer Lehrvortrag,Prof. Dr. Dmitry Ivanov,Deutsch
FACT-M08-F02,Besteuerung grenzüberschreitender Transaktionen,6.5,Kombinierte Prüfung,seminaristischer Lehrvortrag,Prof. Dr. Wojciech Stiller,Deutsch
FACT-M23-F01,Forschungsmethodisches Seminar,6,Leistungstest (undifferenziert),seminaristischer Lehrvortrag,Prof. Dr. Agnes Aschfalk-Evertz / Prof. Dr. Wojciech Stiller,Deutsch
BIPM-M11-F01,Research Seminar,6,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Prof. Dr. Alexander Eck,Deutsch
BA-ISUM-M11-F01...,Sustainable Operations Management II,5,Klausur,seminaristischer Lehrvortrag,Prof. Dr. Eberhard Schmid,Deutsch
BA-ISUM-M14-F01...,Integrated Sustainability Reporting,5,Kombinierte Prüfung,seminaristischer Lehrvortrag,Prof. Dr. Annett Baumast,Deutsch
BA-ISUM-M17-F01...,Statistics & Applications in Data Science,5,Klausur,seminaristischer Lehrvortrag,Prof. Dr. Maria Osipenko / Fanqi Meng,Deutsch
BA-ISUM-M22-F01...,Entrepreneurial Project III,10,Portfolio,seminaristischer Lehrvortrag,Prof. Dr. Barbara Beham / Prof. Dr. rer. Sven Ripsas / Sylvia Krepska,Deutsch
BA-ISUM-M24-F01...,Storytelling for Business & Business Ethics,5,Kombinierte Prüfung,Übung,Prof. Dr. Katja Andresen / Jonny Bix Bongers,Deutsch
BA-ISUM-M09-F01...,Sustainability Marketing,5,Kombinierte Prüfung,seminaristischer Lehrvortrag,Julia Hüller,Deutsch
BA-ISUM-M23-F01...,Academic Writing & Managing Complexity - Academic Writing & Managing Complexity 1,5,Kombinierte Prüfung,Übung,Martin Castro / Prof. Dr. Tobias Braun,Deutsch
BA-ISUM-M21-F04...,Entrepreneurial Project II,5,Portfolio,"Projektseminar, Action-learning",Dr. Yana Heussen / Maximilian Mauracher,Deutsch
BA-ISUM-M23-F01...,Academic Writing & Managing Complexity - Academic Writing & Managing Complexity 2,5,Kombinierte Prüfung,Übung,Dr. Katharina Maak-Castro / Prof. Dr. Tobias Braun,Deutsch
BA-IDB-M09-F01,Digitales Performance Management - Digital Performance Management,5,Klausur,seminaristischer Lehrvortrag,Prof. Dr. Michael Faustino Bauer,Deutsch
BA-IDB-M14-F01,Digital Literacy IV: Software Architectures,5,Kombinierte Prüfung,seminaristischer Lehrvortrag,Pallabi Mukherjee,Deutsch
BA-IDB-M17-F01,Statistics & Applications in Data Science,5,Klausur,seminaristischer Lehrvortrag,Prof. Dr. Maria Osipenko / Fanqi Meng,Deutsch
BA-IDB-M22-F01,Entrepreneurial Project III,10,Portfolio,"Projektseminar, Action-learning",Prof. Dr. Christoph Dörrenbächer / Rafael Kugel / Samir Roshandel,Deutsch
BA-IDB-M24-F01,Storytelling for Business & Business and Data Ethics,5,Kombinierte Prüfung,seminaristischer Lehrvortrag,Prof. Dr. Katja Andresen / Jonny Bix Bongers,Deutsch
BA-IDB-M08-F01,Digital Marketing,5,Kombinierte Prüfung,seminaristischer Lehrvortrag,Manuel Martinez Estrada,Deutsch
BA-IDB-M11-F01,Digital Literacy I: Coding,5,Portfolio,seminaristischer Lehrvortrag,Prof. Dr. Markus Löcher,Deutsch
BA-IDB-M21-F04,Entrepreneurial Project II,5,Portfolio,"Projektseminar, Action-learning",Prof. Dr. Fatoumata Camara / Dr. Yana Heussen,Deutsch
BA-IDB-M23-F03,Academic Writing & Managing Complexity - Academic Writing & Managing Complexity 1,5,Kombinierte Prüfung,Übung,Prof. Dr. Tobias Braun / Selen Soysal-Kazanç,Deutsch
BA-IDB-M23-F03,Academic Writing & Managing Complexity - Academic Writing & Managing Complexity 2,5,Kombinierte Prüfung,Übung,Prof. Dr. Tobias Braun / Christina Druffel,Deutsch
BA-BUS-MSQ-F01,Selbstmanagement - Selbstmanagement 1,2.5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Jacqueline Grassmé-Grave,Deutsch
BA-BUS-MSQ-F02,Kommunikation und Präsentation - Kommunikation und Präsentation 1,2.5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Monika Kaiser,Deutsch
BA-BUS-MSQ-F04,Tabellenkalkulation für Entscheidungen in der Wirtschaft (Excel),2.5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Prof. Dr. Michael Faustino Bauer,Deutsch
BA-BUS-MSQ-F05,Gesprächsführung,2.5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Petra Fléing,Deutsch
BA-BUS-MSQ-F06,Interkulturelle Kompetenz,2.5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Dr. Martina Heike Schubert / Dr. Gregor Wittke,Deutsch
BA-BUS-MSQ-F08,Design Thinking,2.5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Melissa Zaske,Deutsch
BA-BUS-MSQ-F12,Generative AI,2.5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Christian Klang,Deutsch
BA-BUS-MSP-F06,Business English B1: Compact Refresher,2.5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Mariana Aguilar Ramírez,Englisch
BA-BUS-MSP-F02,Business English and Communication B1+,5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Mariana Aguilar Ramírez,Englisch
BA-BUS-MSP-F03,Business English and Communication B2 - Business English and Communication B2 __1,5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Dr. phil. Elena Polyakova,Englisch
BA-BUS-MSP-F03,Business English and Communication B2 - Business English and Communication B2 __ 2,5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Giles Shephard,Englisch
BA-BUS-MSP-F03,Business English and Communication B2 - Business English and Communication B2 __ 3 Blended - Gruppe entfällt,5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",,Englisch
BA-BUS-MSP-F04,Business English and Communication B2+ - Business English and Communication B2+ __ 1,5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Dr. phil. Elena Polyakova,Englisch
BA-BUS-MSP-F04,Business English and Communication B2+ - Business English and Communication B2+ __ 2,5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Ellen Klein,Englisch
BA-BUS-MSP-F05,Business English and Communication C1 - Business English and Communication C1 __ 1,5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Krzysztof Debicki,Englisch
BA-BUS-MSP-F05,Business English and Communication C1 - Business English and Communication C1 __ 2,5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Mariana Aguilar Ramírez,Englisch
BA-BUS-MSP-F05,Business English and Communication C1 - Business English and Communication C1 __ 3,5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Nisha Becker,Englisch
BUS-MSP-F03,"Business English B 2.1, Part 1 - Business English B 2.1, Part 1 __ 1",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",John M. Gordon,Englisch
BUS-MSP-F03,"Business English B 2.1, Part 1 - Business English B 2.1, Part 1 __ 2 Abend",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Michael David,Englisch
BUS-MSP-F04,"Business English B 2.1, Part 2 - Business English B 2.1, Part 2 __ 1",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Isabel Vinda,Englisch
BUS-MSP-F04,"Business English B 2.1, Part 2 - Business English B 2.1, Part 2 __ 2",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Krzysztof Debicki,Englisch
BUS-MSP-F05,"Business English B 2.2, Part 1 - Business English B 2.2, Part 1 __ 1",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Peter Sedy,Englisch
BUS-MSP-F05,"Business English B 2.2, Part 1 - Business English B 2.2, Part 1 __ 2 Abend",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Michael David,Englisch
BUS-MSP-F06,"Business English B 2.2, Part 2 - Business English B 2.2, Part 2 __ 1",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Nisha Becker,Englisch
BUS-MSP-F06,"Business English B 2.2, Part 2 - Business English B 2.2, Part 2 __ 2 entfällt",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",,Englisch
BUS-MSP-F06,"Business English B 2.2, Part 2 - Business English B 2.2, Part 2 __ 3",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Giles Shephard,Englisch
BUS-MSP-F07,"Business English C 1.1, Part 1 - Business English C 1.1, Part 1 __ 1",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Aleksandar Zivkovic,Englisch
BUS-MSP-F07,"Business English C 1.1, Part 1 - Business English C 1.1, Part 1 __ 2",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Alex Storonkin,Englisch
BUS-MSP-F08,"Business English C 1.1, Part 2 - Business English C 1.1, Part 2 __ 1 entfällt",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",,Englisch
BUS-MSP-F08,"Business English C 1.1, Part 2 - Business English C 1.1, Part 2 __ 2",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Alex Storonkin,Englisch
BUS-MSP-F09,"Business English C 1.2, Part 1 - Business English C 1.2, Part 1 __ 1",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Kenneth Rossiter,Englisch
BUS-MSP-F09,"Business English C 1.2, Part 1 - Business English C 1.2, Part 1 __ 2",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Sandra Baker,Englisch
BUS-MSP-F10,"Business English C 1.2, Part 2 - Business English C 1.2, Part 2 __ 1",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Krzysztof Debicki,Englisch
BUS-MSP-F10,"Business English C 1.2, Part 2 - Business English C 1.2, Part 2 __ 2",3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Sandra Baker,Englisch
CAF-MBS-F01,Internationale Unternehmensbesteuerung,5,Mündliche Prüfung (P),seminaristischer Unterricht,Prof. Dr. Wojciech Stiller,Deutsch
CAF-MFin-F01,Finanzierungs- und Investitionspolitik der Unternehmen - Finanzierungs- und Investitionspolitik der Unternehmen 1,5,Klausur,seminaristischer Unterricht,Dr. Stefan Paulus,Deutsch
CAF-MFin-F01,Finanzierungs- und Investitionspolitik der Unternehmen - Finanzierungs- und Investitionspolitik der Unternehmen 2 Blended,5,Klausur,seminaristischer Unterricht,Dr. Stefan Paulus,Deutsch
CAF-MFin-F01,Finanzierungs- und Investitionspolitik der Unternehmen - Corporate Finance 3,5,Klausur,seminaristischer Unterricht,Prof. Dr. Martin Uzik,Deutsch
CAF-MFin-F02,Finanzwirtschaftliche Analyse und Bewertung - Finanzwirtschaftliche Analyse und Bewertung 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Martin Uzik,Deutsch
CAF-MFin-F02,Finanzwirtschaftliche Analyse und Bewertung - Financial Analysis and Valuation 2,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Martin Uzik,Deutsch
CAF-MFin-F03,Finanzwirtschaft der Kapitalmärkte - Finanzwirtschaft der Kapitalmärkte 1 Blended,5,Mündliche Prüfung (P),seminaristischer Unterricht,Prof. Dr. André Tomfort,Deutsch
CAF-MFin-F03,Finanzwirtschaft der Kapitalmärkte - Capital Markets 2,5,Klausur,seminaristischer Unterricht,Prof. Dr. André Tomfort,Deutsch
CAF-MFin-F06,Quantitative and Computational Finance,5,Kombinierte Prüfung,seminaristischer Unterricht,Natalie Packham,Deutsch
CAF-MM-F01,Produkt- und Vertriebsmanagement - Produkt- und Vertriebsmanagement 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Sascha Thieme,Deutsch
CAF-MM-F01,Produkt- und Vertriebsmanagement - Produkt- und Vertriebsmanagement 2 Blended,5,Kombinierte Prüfung,seminaristischer Unterricht,Sascha Thieme,Deutsch
CAF-MM-F01,Produkt- und Vertriebsmanagement - Product and Distribution Managment 3,5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Ernestine Siebert,Deutsch
CAF-MM-F02,Marktforschung - Marktforschung 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Carsten Baumgarth,Deutsch
CAF-MM-F02,Marktforschung - Market Research 2,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Joachim Scholz-Ligma,Deutsch
CAF-MM-F02,Marktforschung - Market Research 3,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Joachim Scholz-Ligma,Deutsch
CAF-MM-F03,Kommunikation und Käuferverhalten - Kommunikation und Käuferverhalten 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Dirk-Mario Boltz,Deutsch
CAF-MM-F03,Kommunikation und Käuferverhalten - Kommunikation und Käuferverhalten 2 Blended,5,Kombinierte Prüfung,seminaristischer Unterricht,Simone Krüger,Deutsch
CAF-MM-F03,Kommunikation und Käuferverhalten - Communication Strategies and Consumer Behaviour 3,5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Silke Knoll,Deutsch
CAF-MM-F05,"Digital Strategies for Public Communication, Social Media and Marketing",5,Kombinierte Prüfung,seminaristischer Unterricht,Marion Blacher-Schwake,Deutsch
CAF-MM-F08,Diversity in Consumer Research,5,Kombinierte Prüfung,Seminar,Dr. Silke Knoll,Deutsch
CAF-MM-F09,Online Marketing,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Sonja Klose,Deutsch
CAF-MPO-F01,Personalmanagement - Personalmanagement 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Monika Huesmann,Deutsch
CAF-MPO-F01,Personalmanagement - Personalmanagement 2,5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Mona Mylius,Deutsch
CAF-MPO-F01,Personalmanagement - Personalmanagement 3 Blended,5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Katharina Harsch,Deutsch
CAF-MPO-F01,Personalmanagement - Human Resource Management 4,5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Martina Heike Schubert,Deutsch
CAF-MPO-F02,Organisationsgestaltung - Organisationsgestaltung 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Katharina Harsch,Deutsch
CAF-MPO-F02,Organisationsgestaltung - Organisationsgestaltung 2 Blended,5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Andreas Wieg,Deutsch
CAF-MPO-F02,Organisationsgestaltung - Organizational Design 3,5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Michael Graffius,Deutsch
CAF-MPO-F03,Rechtliche Aspekte von Personal und Organisation,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Reingard Zimmer,Deutsch
CAF-MPO-F05,Führung und Teamarbeit in hybriden Arbeitsumgebungen - Führung und Teamarbeit in hybriden Arbeitsumgebungen 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Christine Gockel,Deutsch
CAF-MPO-F06,Management Consulting,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Matthias Tomenendal,Deutsch
CAF-MRE-F01,Bilanzierung und Recht der Rechnungslegung - Bilanzierung und Recht der Rechnungslegung 1,5,Klausur,seminaristischer Unterricht,Prof. Dr. Nadja Jehle,Deutsch
CAF-MRE-F01,Bilanzierung und Recht der Rechnungslegung - Bilanzierung und Recht der Rechnungslegung 2 Blended,5,Klausur,seminaristischer Unterricht,Prof. Dr. Hans Lieck,Deutsch
CAF-MRE-F02,Internationale Rechnungslegung - Internationale Rechnungslegung 1- Blended,5,Klausur,seminaristischer Unterricht,Prof. Dr. Madeleine Janke,Deutsch
CAF-MRE-F03,Konzernrechnungslegung / Konzerncontrolling,5,Klausur,seminaristischer Unterricht,Prof. Dr. Madeleine Janke,Deutsch
EcoPol-F06,The Politics of Social Cohesion in Europe,6.5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Martina Sproll,Deutsch
CAF-MSCOM-F01,Beschaffungs- und Produktionsmanagement - Beschaffungs- und Produktionsmanagement 1 Blended,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Marc Rothländer,Deutsch
CAF-MSCOM-F01,Beschaffungs- und Produktionsmanagement - Production and Supply Management 2,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Alexander Tsipoulanidis,Deutsch
CAF-MSCOM-F02,Distributions- und Transportmanagement - Distributions- und Transportmanagement 1 Blended,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Marc Rothländer,Deutsch
CAF-MSCOM-F02,Distributions- und Transportmanagement - Distribution and Transportation Management 2,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Eberhard Schmid,Deutsch
CAF-MSCOM-F03,Supply Chain Management und Informationssysteme,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Christoph Manuel Meyer,Deutsch
CAF-MSCOM-F06,Operations Technology and Methods,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Alexander Tsipoulanidis,Deutsch
QS-M01-F01,Introduction to Time Series Analysis,5,Klausur,seminaristischer Unterricht,Prof. Dr. Till Strohsal,Deutsch
QS-M01-F04,Platforms and Digital Business Ecosystems,5,Portfolio,seminaristischer Unterricht,Prof. Dr. Sabine Baumann / Tjark-Marvin Göllner,Deutsch
QS-M01-F05,International Management,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Ewa Ostaszewska,Deutsch
IBMAN-MI-F01,Management Issues: Strategy and Innovation,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Caroline V. Rudzinska,Deutsch
IBMAN-M32-F01,Communication and Interaction in a Professional Context - Communication and Interaction in a Professional Context 1,3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Martin Castro,Deutsch
IBMAN-M42-F01,Research Methodology,5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Prof. Dr. Christoph Dörrenbächer,Deutsch
IBMAN-M41-F01,Supervision,5,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Prof. Dr. Katrin Böttcher,Deutsch
IBMAN-M10-F01,Business Simulation - Business Simulation 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Agnes Aschfalk-Evertz / Prof. Dr. oec. Thomas Gruber,Deutsch
IBMAN-M34-F01,"History, Politics and Economics of the Host Country - History, Politics and Economics of the Host Country 1",5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Susanne Dittberner,Deutsch
IBMAN-M33-F01,Intercultural Communication - Intercultural Communication 1,3,Kombinierte Prüfung,"Projektseminar, Action-learning",Dr. Katharina Maak-Castro / Martin Castro,Deutsch
IBMAN-M22-F01,International Economics,5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. habil. Elke Muchlinski / Prof. Dr. Jennifer Pédussel Wu,Deutsch
IBMAN-M07-F01,Strategic Management,5,Mündliche Prüfung (P),seminaristischer Unterricht,Prof. Dr. Mario Glowik,Deutsch
IBMAN-M23-F01,Fundamentals of Business Law,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Torsten Straub,Deutsch
