Angebotsnummer,Bezeichnung,Credits,Prüfungsvorlage,Veranstaltungstyp,Dozierende
BA-BUS-M01-F01,Einführung in die Betriebswirtschaftslehre - Einführung in die Betriebswirtschaftslehre 1,0,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. B. Peter Utzig / Prof. Dr. Frank Witte
BA-BUS-M01-F01,Einführung in die Betriebswirtschaftslehre - Einführung in die Betriebswirtschaftslehre 2,0,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Solveig Reißig-Thust / Prof. Dr. oec. Thomas Gruber
BA-BUS-M01-F01,Einführung in die Betriebswirtschaftslehre - Einführung in die Betriebswirtschaftslehre 3,0,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. rer. Harald Rüggeberg / Prof. Dr. Janina Bogajewskaja
BA-BUS-M01-F01,Einführung in die Betriebswirtschaftslehre - Einführung in die Betriebswirtschaftslehre 4 Blended,0,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Christoph Manuel Meyer
BA-BUS-M01-F01,Einführung in die Betriebswirtschaftslehre - Einführung in die Betriebswirtschaftslehre 5 - Kurs für Wiederholende,0,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. rer. Christian Noss / Prof. Dr. Wojciech Stiller
BA-BUS-M01-F02,Projektmanagement - Projektmanagement 1,2.5,Kombinierte Prüfung,seminaristischer Unterricht,Felix Wieduwilt
BA-BUS-M01-F02,Projektmanagement - Projektmanagement 2,2.5,Kombinierte Prüfung,seminaristischer Unterricht,Tobias Bily
BA-BUS-M01-F02,Projektmanagement - Projektmanagement 3,2.5,Kombinierte Prüfung,seminaristischer Unterricht,Andre Eggert
BA-BUS-M01-F02,Projektmanagement - Projektmanagement 4,2.5,Kombinierte Prüfung,seminaristischer Unterricht,Ilias Baltzis
BA-BUS-M01-F02,Projektmanagement - Projektmanagement 5,2.5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Axel Zernack
BA-BUS-M01-F02,Projektmanagement - Projektmanagement 6,2.5,Kombinierte Prüfung,seminaristischer Unterricht,Fabian Schwarz
BA-BUS-M01-F02,Projektmanagement - Projektmanagement 7 Blended,2.5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Herbert Goestl
BA-BUS-M01-F02,Projektmanagement - Projektmanagement 8 Blended,2.5,Kombinierte Prüfung,seminaristischer Unterricht,Fabian Schwarz
BA-BUS-M01-F03,Wissenschaftliches Arbeiten - Wissenschaftliches Arbeiten 1,2.5,Kombinierte Prüfung,seminaristischer Unterricht,Susanne Föhse-Hiltmann
BA-BUS-M01-F03,Wissenschaftliches Arbeiten - Wissenschaftliches Arbeiten 2,2.5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Albrecht Heinrici
BA-BUS-M01-F03,Wissenschaftliches Arbeiten - Wissenschaftliches Arbeiten 3,2.5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Giorgos Christonakis
BA-BUS-M01-F03,Wissenschaftliches Arbeiten - Wissenschaftliches Arbeiten 4,2.5,Kombinierte Prüfung,seminaristischer Unterricht,Leo Witowski
BA-BUS-M01-F03,Wissenschaftliches Arbeiten - Wissenschaftliches Arbeiten 5,2.5,Kombinierte Prüfung,seminaristischer Unterricht,Ilias Baltzis
BA-BUS-M01-F03,Wissenschaftliches Arbeiten - Wissenschaftliches Arbeiten 6,2.5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Axel Zernack
BA-BUS-M01-F03,Wissenschaftliches Arbeiten - Wissenschaftliches Arbeiten 7,2.5,Kombinierte Prüfung,seminaristischer Unterricht,Leo Witowski
BA-BUS-M02-F01,Personal und Organisation - Personal und Organisation 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Manuela E. Nork-Schürger
BA-BUS-M02-F01,Personal und Organisation - Personal und Organisation 2,5,Kombinierte Prüfung,seminaristischer Unterricht,Patrick Lange
BA-BUS-M02-F01,Personal und Organisation - Personal und Organisation 3,5,Kombinierte Prüfung,seminaristischer Unterricht,Rüdiger Hans Erdmann
BA-BUS-M02-F01,Personal und Organisation - Personal und Organisation 4,5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Katharina Harsch
BA-BUS-M02-F01,Personal und Organisation - Personal und Organisation 5,5,Kombinierte Prüfung,seminaristischer Unterricht,Heike Wolf
BA-BUS-M02-F01,Personal und Organisation - Human Resources and Organisation 6,5,Kombinierte Prüfung,seminaristischer Unterricht,John C. Davis
BA-BUS-M02-F01,Personal und Organisation - Human Resources and Organisation 7,5,Kombinierte Prüfung,seminaristischer Unterricht,John C. Davis
BA-BUS-M02-F01,Personal und Organisation - Personal und Organisation 8 Blended,5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Katharina Harsch
BUS-M02-F01,Personal und Organisation - Personal und Organisation 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Christine Gockel
BUS-M02-F01,Personal und Organisation - Personal und Organisation 2,5,Kombinierte Prüfung,seminaristischer Unterricht,Patrick Lange
BUS-M02-F01,Personal und Organisation - Personal und Organisation 3,5,Kombinierte Prüfung,seminaristischer Unterricht,Frederik Kupitz
BA-BUS-M03-F01,Investition und Finanzierung - Investition und Finanzierung 1,5,Klausur,seminaristischer Unterricht,David Müller
BA-BUS-M03-F01,Investition und Finanzierung - Investition und Finanzierung 2,5,Klausur,seminaristischer Unterricht,Prof. Dr. Martin Uzik
BA-BUS-M03-F01,Investition und Finanzierung - Principles of Corporate Finance 3,5,Klausur,seminaristischer Unterricht,Prof. Dr. Marc Crummenerl
BA-BUS-M03-F01,Investition und Finanzierung - Principles of Corporate Finance 4,5,Klausur,seminaristischer Unterricht,Rodolfo Selem
BA-BUS-M03-F01,Investition und Finanzierung - Investition und Finanzierung 5 - Kurs für Wiederholende,5,Klausur,seminaristischer Unterricht,Prof. Dr. Ursula Walther
BUS-M03-F01,Investition und Finanzierung - Investition und Finanzierung 1,5,Klausur,seminaristischer Unterricht,Prof. Dr. Axel Hellmann
BUS-M03-F01,Investition und Finanzierung - Investition und Finanzierung 2,5,Klausur,seminaristischer Unterricht,Prof. Dr. Thomas Wolke
BUS-M03-F01,Investition und Finanzierung - Investition und Finanzierung 3,5,Klausur,seminaristischer Unterricht,Dr. Maciej Merkel
BUS-M03-F01,Investition und Finanzierung - Investition und Finanzierung 4 Abend,5,Klausur,seminaristischer Unterricht,Reinhard Borck
BUS-M03-F01,Investition und Finanzierung - Principles of Corporate Finance 5,5,Klausur,seminaristischer Unterricht,Ayoze Alfageme
BUS-M03-F01,Investition und Finanzierung - Investition und Finanzierung 6 - Kurs für Wiederholende,5,Klausur,seminaristischer Unterricht,Prof. Dr. Ursula Walther
BA-BUS-M04-F01,Marketing - Marketing 1,5,Klausur,seminaristischer Unterricht,Prof. Dr. Tobias Naujoks
BA-BUS-M04-F01,Marketing - Marketing 2,5,Klausur,seminaristischer Unterricht,Prof. Dr. rer. Pakize Schuchert-Güler
BA-BUS-M04-F01,Marketing - Marketing 3 (Englisch),5,Klausur,seminaristischer Unterricht,Dr. Stefanie Dänzler
BA-BUS-M04-F01,Marketing - Marketing 4 (Englisch),5,Klausur,seminaristischer Unterricht,Dr. Michael Unkel
BA-BUS-M04-F01,Marketing - Marketing 5 Blended,5,Klausur,seminaristischer Unterricht,Susanne Föhse-Hiltmann
BUS-M04-F01,Marketing - Marketing 1,5,Klausur,seminaristischer Unterricht,Prof. Dr. rer. Pakize Schuchert-Güler
BUS-M04-F01,Marketing - Marketing 2,5,Klausur,seminaristischer Unterricht,Saskia Kramer
BUS-M04-F01,Marketing - Marketing 3 Blended,5,Klausur,seminaristischer Unterricht,Marvin Vogt
BUS-M04-F01,Marketing - Marketing 4 (Englisch),5,Klausur,seminaristischer Unterricht,Dr. Stefanie Dänzler
BUS-M04-F01,Marketing - Marketing 5 (Englisch),5,Klausur,seminaristischer Unterricht,Dr. rer. pol. Philip Meier
BA-BUS-M05-F01,Externes Rechnungswesen - Externes Rechnungswesen 1,5,Klausur,seminaristischer Unterricht,Prof. Dr. Nadja Jehle
BA-BUS-M05-F01,Externes Rechnungswesen - Externes Rechnungswesen 2,5,Klausur,seminaristischer Unterricht,Rifat Idris-Barni
BA-BUS-M05-F01,Externes Rechnungswesen - Externes Rechnungswesen 3,5,Klausur,seminaristischer Unterricht,Olaf-Erwin Jupitz
BA-BUS-M05-F01,Externes Rechnungswesen - Externes Rechnungswesen 4 Blended,5,Klausur,seminaristischer Unterricht,Prof. Dr. Hans Lieck
BA-BUS-M05-F01,Externes Rechnungswesen - Externes Rechnungswesen 5 Kurs für Wiederholende,5,Klausur,seminaristischer Unterricht,Prof. Dr. Hans Lieck
BUS-M05-F01,Grundlagen des externen Rechnungswesens - Grundlagen des externen Rechnungswesens 1,5,Klausur,seminaristischer Unterricht,Olaf-Erwin Jupitz
BUS-M05-F01,Grundlagen des externen Rechnungswesens - Grundlagen des externen Rechnungswesens 2,5,Klausur,seminaristischer Unterricht,Jörg Leu
BUS-M05-F01,Grundlagen des externen Rechnungswesens - Grundlagen des externen Rechnungswesens 3,5,Klausur,seminaristischer Unterricht,Prof. Dr. Nadja Jehle
BUS-M05-F01,Grundlagen des externen Rechnungswesens - Grundlagen des externen Rechnungswesens 4 - Kurs für Wiederholer,5,Klausur,seminaristischer Unterricht,Prof. Dr. Hans Lieck
BA-BUS-M06-F01,Internes Rechnungswesen - Internes Rechnungswesen 1,5,Klausur,seminaristischer Unterricht,Prof. Dr. Frank Witte
BA-BUS-M06-F01,Internes Rechnungswesen - Internes Rechnungswesen 2,5,Klausur,seminaristischer Unterricht,Prof. Dr. Frank Witte
BA-BUS-M06-F01,Internes Rechnungswesen - Internes Rechnungswesen 3,5,Klausur,seminaristischer Unterricht,Heike Wolf
BA-BUS-M06-F01,Internes Rechnungswesen - Internes Rechnungswesen 4,5,Klausur,seminaristischer Unterricht,Frederik Kupitz
BA-BUS-M06-F01,Internes Rechnungswesen - Internes Rechnungswesen 5,5,Klausur,seminaristischer Unterricht,Prof. Dr. Axel Zernack
BA-BUS-M06-F01,Internes Rechnungswesen - Internes Rechnungswesen 6,5,Klausur,seminaristischer Unterricht,Kenan Arkan
BA-BUS-M06-F01,Internes Rechnungswesen - Internes Rechnungswesen 7,5,Klausur,seminaristischer Unterricht,Kenan Arkan
BA-BUS-M06-F01,Internes Rechnungswesen - Internes Rechnungswesen 8 Blended,5,Klausur,seminaristischer Unterricht,Prof. Dr. B. Peter Utzig
BA-BUS-M06-F01,Internes Rechnungswesen - Internes Rechnungswesen 9 - Kurs für Wiederholer,5,Klausur,seminaristischer Unterricht,Prof. Dr. Ulf Diefenbach
BUS-M06-F01,Grundlagen des internen Rechnungswesens/Controllings - Grundlagen des internen Rechnungswesens/Controllings 1,5,Klausur,seminaristischer Unterricht,Prof. Dr. Ulf Diefenbach
BUS-M06-F01,Grundlagen des internen Rechnungswesens/Controllings - Grundlagen des internen Rechnungswesens/Controllings 2,5,Klausur,seminaristischer Unterricht,Thomas Neumann
BUS-M06-F01,Grundlagen des internen Rechnungswesens/Controllings - Grundlagen des internen Rechnungswesens/Controllings 3,5,Klausur,seminaristischer Unterricht,Matthias Schubert
BUS-M06-F01,Grundlagen des internen Rechnungswesens/Controllings - Grundlagen des internen Rechnungswesens/Controllings 4 Blended,5,Klausur,seminaristischer Unterricht,Prof. Dr. B. Peter Utzig
BUS-M06-F01,Grundlagen des internen Rechnungswesens/Controllings - Grundlagen des internen Rechnungswesens/Controllings 5 Abend,5,Klausur,seminaristischer Unterricht,Anne Schlachter
BUS-M06-F01,Grundlagen des internen Rechnungswesens/Controllings - Grundlagen des internen Rechnungswesens/Controllings 6 - Kurs für Wiederholer,5,Klausur,seminaristischer Unterricht,Prof. Dr. Ulf Diefenbach
BA-BUS-M07-F01,Unternehmensbesteuerung - Unternehmensbesteuerung 1,5,Klausur,seminaristischer Unterricht,Mirco Schoening
BA-BUS-M07-F01,Unternehmensbesteuerung - Unternehmensbesteuerung 2,5,Klausur,seminaristischer Unterricht,Prof. Dr. phil. Achim Grawert
BA-BUS-M07-F01,Unternehmensbesteuerung - Unternehmensbesteuerung 3,5,Klausur,seminaristischer Unterricht,Daniela Wiesner
BA-BUS-M07-F01,Unternehmensbesteuerung - Unternehmensbesteuerung 4,5,Klausur,seminaristischer Unterricht,Dr. jur. Daniel Rüscher
BUS-M07-F01,Grundlagen der Unternehmensbesteuerung - Grundlagen der Unternehmensbesteuerung 1,5,Klausur,seminaristischer Unterricht,Dr. Johannes Martens
BUS-M07-F01,Grundlagen der Unternehmensbesteuerung - Grundlagen der Unternehmensbesteuerung 2,5,Klausur,seminaristischer Unterricht,Peter Zeitschel
BUS-M07-F01,Grundlagen der Unternehmensbesteuerung - Grundlagen der Unternehmensbesteuerung 3 Blended,5,Klausur,seminaristischer Unterricht,Daniela Wiesner
BUS-M07-F01,Grundlagen der Unternehmensbesteuerung - Grundlagen der Unternehmensbesteuerung 4 Abend,5,Klausur,seminaristischer Unterricht,Peter Zeitschel
BA-BUS-M08-F01,Instrumente des Controllings - Instrumente des Controllings 1,5,Klausur,seminaristischer Unterricht,Prof. Dr. Ulf Diefenbach
BA-BUS-M08-F01,Instrumente des Controllings - Instrumente des Controllings 2,5,Klausur,seminaristischer Unterricht,Andre Eggert
BA-BUS-M08-F01,Instrumente des Controllings - Instrumente des Controllings 3,5,Klausur,seminaristischer Unterricht,Prof. Dr. Axel Zernack
BA-BUS-M08-F01,Instrumente des Controllings - Instrumente des Controllings 4,5,Klausur,seminaristischer Unterricht,Mario Karp
BA-BUS-M08-F01,Instrumente des Controllings - Instrumente des Controllings 5,5,Klausur,seminaristischer Unterricht,Jörg Leu
BA-BUS-M08-F01,Instrumente des Controllings - Instrumente des Controllings 6,5,Klausur,seminaristischer Unterricht,Peter Merz
BA-BUS-M08-F01,Instrumente des Controllings - Management Accounting and Controlling 7,5,Klausur,seminaristischer Unterricht,Prof. Dr. Michael Faustino Bauer
BUS-M08-F01,Instrumente des Controllings - Instrumente des Controllings 1,5,Klausur,seminaristischer Unterricht,Prof. Dr. Ulf Diefenbach
BUS-M08-F01,Instrumente des Controllings - Instrumente des Controllings 2 Blended,5,Klausur,seminaristischer Unterricht,Prof. Dr. Solveig Reißig-Thust
BUS-M08-F01,Instrumente des Controllings - Instrumente des Controllings 3 Abend,5,Klausur,seminaristischer Unterricht,Dr. Christian Schneider
BA-BUS-M09-F01,Strategisches Management - Strategisches Management 1,5,Mündliche Prüfung (P),seminaristischer Unterricht,Dr. Jessica Di Bella
BA-BUS-M09-F01,Strategisches Management - Strategisches Management 2,5,Mündliche Prüfung (P),seminaristischer Unterricht,Dr. Khalil Dindarian
BA-BUS-M09-F01,Strategisches Management - Strategisches Management 3,5,Mündliche Prüfung (P),seminaristischer Unterricht,Dr. Marco de Queiroz Gama
BA-BUS-M09-F01,Strategisches Management - Strategisches Management 4,5,Mündliche Prüfung (P),seminaristischer Unterricht,Dr. Khalil Dindarian
BA-BUS-M09-F01,Strategisches Management - Strategisches Management 5,5,Mündliche Prüfung (P),seminaristischer Unterricht,Dr. Manuela E. Nork-Schürger
BA-BUS-M09-F01,Strategisches Management - Strategic Management 6,5,Mündliche Prüfung (P),seminaristischer Unterricht,Prof. Dr. Caroline V. Rudzinska
BA-BUS-M09-F01,Strategisches Management - Strategic Management 7,5,Mündliche Prüfung (P),seminaristischer Unterricht,Ertan Gönülal
BUS-M09-F01,Strategisches Management - Strategisches Management 1,5,Mündliche Prüfung (P),seminaristischer Unterricht,Dr. Marco de Queiroz Gama / Ulrich Stirn
BUS-M09-F01,Strategisches Management - Strategisches Management 2,5,Mündliche Prüfung (P),seminaristischer Unterricht,Prof. Dr. Jochen Breinlinger-O'Reilly / Jörg Nielandt
BUS-M09-F01,Strategisches Management - Strategisches Management 3 Blended,5,Mündliche Prüfung (P),seminaristischer Unterricht,Dr. Sebastian Block / Dr. Wolfgang Marfels
BUS-M09-F01,Strategisches Management - Strategic Management 4,5,Mündliche Prüfung (P),seminaristischer Unterricht,Dr. Giorgi Shuradze
BA-BUS-M10-F01,Operations Management - Operations Management 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Marc Rothländer
BA-BUS-M10-F01,Operations Management - Operations Management 2,5,Kombinierte Prüfung,seminaristischer Unterricht,Harald Pflughaupt
BA-BUS-M10-F01,Operations Management - Operations Management 3 (Englisch),5,Kombinierte Prüfung,seminaristischer Unterricht,John C. Davis
BA-BUS-M10-F01,Operations Management - Operations Management 4 (Englisch),5,Kombinierte Prüfung,seminaristischer Unterricht,Martin Bodo Pruy
BUS-M10-F01,Operations Management - Operations Management 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Thomas Seidl
BUS-M10-F01,Operations Management - Operations Management 2,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Eberhard Schmid
BUS-M10-F01,Operations Management - Operations Management 3 Blended,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Christoph Manuel Meyer
BUS-M11-F01,Unternehmenssimulation und Teamentwicklung - Unternehmenssimulation und Teamentwicklung 1,5,Leistungstest (undifferenziert),Praktische Übung,Prof. Dr. Martina Eberl / Robert Dabitz
BUS-M11-F01,Unternehmenssimulation und Teamentwicklung - Unternehmenssimulation und Teamentwicklung 2,5,Leistungstest (undifferenziert),Praktische Übung,Prof. Dr. rer. Harald Rüggeberg / Michael Siegert
BUS-M11-F01,Unternehmenssimulation und Teamentwicklung - Unternehmenssimulation und Teamentwicklung 3,5,Leistungstest (undifferenziert),Praktische Übung,Prof. Dr. rer. Christian Noss / Prof. Dr. Katrin Böttcher
BUS-M11-F01,Unternehmenssimulation und Teamentwicklung - Unternehmenssimulation und Teamentwicklung 4,5,Leistungstest (undifferenziert),Praktische Übung,Prof. Dr. B. Peter Utzig / Prof. Dr. Frank Witte
BUS-M11-F01,Unternehmenssimulation und Teamentwicklung - Unternehmenssimulation und Teamentwicklung 5,5,Leistungstest (undifferenziert),Praktische Übung,Prof. Dr. Martina Eberl / Robert Dabitz
BUS-M11-F01,Unternehmenssimulation und Teamentwicklung - Unternehmenssimulation und Teamentwicklung 6,5,Leistungstest (undifferenziert),Praktische Übung,Prof. Dr. rer. Harald Rüggeberg / Michael Siegert
BUS-M11-F01,Unternehmenssimulation und Teamentwicklung - Unternehmenssimulation und Teamentwicklung 7,5,Leistungstest (undifferenziert),Praktische Übung,Prof. Dr. Thomas Wolke
BUS-M11-F01,Unternehmenssimulation und Teamentwicklung - Unternehmenssimulation und Teamentwicklung 8,5,Leistungstest (undifferenziert),Praktische Übung,Prof. Dr. Frank Witte / Prof. Dr. Madeleine Janke
BUS-M12-F01,Wirtschaftswissenschaftliches Seminar - Seminar 1 - KI & Marke(ting): Wie verändert KI die Arbeitswelt im Markenmanagement und im Marketing?,5,Hausarbeit,seminaristischer Unterricht,Prof. Dr. Carsten Baumgarth
BUS-M12-F01,Wirtschaftswissenschaftliches Seminar - Seminar 2 - Strategisches Management & Nachhaltigkeit,5,Hausarbeit,seminaristischer Unterricht,Prof. Dr. Caroline V. Rudzinska
BUS-M12-F01,Wirtschaftswissenschaftliches Seminar - Seminar 3 - Marketing,5,Hausarbeit,seminaristischer Unterricht,Prof. Dr. rer. Pakize Schuchert-Güler
BUS-M12-F01,Wirtschaftswissenschaftliches Seminar - Seminar 4 - Entrepreneurship,5,Hausarbeit,seminaristischer Unterricht,Prof. Dr. Birgit Felden
BUS-M12-F01,Wirtschaftswissenschaftliches Seminar - Seminar 5 - Empirische Finanzmarktforschung,5,Hausarbeit,seminaristischer Unterricht,Dr. Stefan Paulus
BUS-M12-F01,Wirtschaftswissenschaftliches Seminar - Seminar 6 - Nachhaltigkeit (Selbstlernkurs),5,Hausarbeit,seminaristischer Unterricht,Prof. Dr. Birgit Felden
BUS-M12-F01,Wirtschaftswissenschaftliches Seminar - Seminar 7 - HR/Arbeitspsychologie,5,Hausarbeit,seminaristischer Unterricht,Prof. Dr. Barbara Beham
BUS-M12-F01,Wirtschaftswissenschaftliches Seminar - Seminar 8 - Ausgewählte Fragen der Wirtschaftspolitik,5,Hausarbeit,seminaristischer Unterricht,Prof. Dr. Andreas Polk
BUS-M12-F01,Wirtschaftswissenschaftliches Seminar - Seminar 9 - Academic Writing,5,Hausarbeit,seminaristischer Unterricht,Luis Ignacio Silva Neira
BUS-M19-F01,Interdisziplinäres Themenfeld - Themenfeld 1 - Mitbestimmug und Flexibilisierung von Arbeit,10,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Christina Teipen / Prof. Dr. Monika Huesmann / Prof. Dr. Stefanie Lorenzen
BUS-M19-F01,Interdisziplinäres Themenfeld - Themenfeld 2 - Behavioural Finance und Financial Literacy in der privaten Finanzplanung,10,Kombinierte Prüfung,seminaristischer Unterricht,Natalie Packham / Dr. Stefan Paulus / Marie Schumann
BUS-M19-F01,"Interdisziplinäres Themenfeld - Themenfeld 3 - Internationalization of economic processes - Goals, Actors and Instruments of Regulation",10,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Christoph Dörrenbächer / Dr. Giorgos Christonakis / Dr. Michael Wortmann
BA-BUS-M20-F01,Mikroökonomie - Mikroökonomie 1,5,Klausur,seminaristischer Unterricht,Leonard Bovenberg
BA-BUS-M20-F01,Mikroökonomie - Mikroökonomie 2,5,Klausur,seminaristischer Unterricht,Esther Baumann-Kubick
BA-BUS-M20-F01,Mikroökonomie - Mikroökonomie 3,5,Klausur,seminaristischer Unterricht,Richard Mertens
BA-BUS-M20-F01,Mikroökonomie - Mikroökonomie 4 - Kurs für Wiederholende,5,Klausur,seminaristischer Unterricht,Esther Baumann-Kubick
BUS-M20-F01,Mikroökonomie: Allokation und Verteilung - Mikroökonomie: Allokation und Verteilung 1,5,Klausur,seminaristischer Unterricht,Prof. Dr. Tobias Börger
BUS-M20-F01,Mikroökonomie: Allokation und Verteilung - Mikroökonomie: Allokation und Verteilung 2 - Kurs für Wiederholende,5,Klausur,seminaristischer Unterricht,Esther Baumann-Kubick
BUS-M20-F01,Mikroökonomie: Allokation und Verteilung - Microeconomics: Allocation and Distribution 3,5,Klausur,seminaristischer Unterricht,Prof. Dr. Jennifer Pédussel Wu
BA-BUS-M21-F01,Makroökonomie - Makroökonomie 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Alexander Voegele
